"序号","标题","发文字号","类型","来源","URL","发布日期","发文机关","层级","备注"
"380","北京市人民政府关于印发《北京市碳排放权交易管理办法》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202403/t20240312_3587396.html","2024.03","北京市人民政府","市级",""
"381","北京市人民政府关于印发《北京市提高生活性服务业品质行动计划》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/201905/t20190522_58586.html","2019.05","北京市人民政府","市级",""
"382","北京市人民政府关于印发《北京市统筹疫情防控和稳定经济增长的实施方案》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202206/t20220602_2728692.html","2022.06","北京市人民政府","市级",""
"383","北京市人民政府关于印发《北京市突发事件总体应急预案(2016年修订)》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/201905/t20190522_59312.html","2019.05","北京市人民政府","市级",""
"384","北京市人民政府关于印发《北京市突发事件总体应急预案(2021年修订)》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202108/t20210806_2457870.html","2021.08","北京市人民政府","市级",""
"385","北京市人民政府关于印发《北京市推动总部企业高质量发展的若干措施》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202506/t20250618_4116551.html","2025.06","北京市人民政府","市级",""
"386","北京市人民政府关于印发《北京市推进供水高质量发展三年行动方案（2023年—2025年）》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202302/t20230210_2915287.html","2023.02","北京市人民政府","市级",""
"387","北京市人民政府关于印发《北京市营商环境创新试点工作实施方案》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202201/t20220130_2604211.html","2022.01","北京市人民政府","市级",""
"388","北京市人民政府关于印发《北京市战略留白用地管理办法》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202004/t20200414_1803337.html","2020.04","北京市人民政府","市级",""
"389","北京市人民政府关于印发《北京市政府核准的投资项目目录(2015年本)》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/201905/t20190522_58490.html","2019.05","北京市人民政府","市级",""
"390","北京市人民政府关于印发《北京市政府核准的投资项目目录(2018年本)》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/201905/t20190522_60955.html","2019.05","北京市人民政府","市级",""
"391","北京市人民政府关于印发《北京市政府投资管理办法》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202301/t20230109_2894422.html","2023.01","北京市人民政府","市级",""
"392","北京市人民政府关于印发《北京市政务服务场所管理办法》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202511/t20251113_4279904.html","2025.11","北京市人民政府","市级",""
"393","北京市人民政府关于印发《北京市政务信息资源管理办法(试行)》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/201905/t20190522_60694.html","2019.05","北京市人民政府","市级",""
"394","北京市人民政府关于印发《关于“十四五”时期深化推进“疏解整治促提升”专项行动的实施意见》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202102/t20210205_2277859.html","2021.02","北京市人民政府","市级",""
"395","北京市人民政府关于印发《国际医药创新公园高质量建设实施方案（2025-2030年）》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202504/t20250415_4065787.html","2025.04","北京市人民政府","市级",""
"396","北京市人民政府关于印发《深化北京市供销合作社综合改革实施方案》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/201905/t20190522_59733.html","2019.05","北京市人民政府","市级",""
"397","北京市人民政府关于印发《市政府重大决策出台前向市人大常委会报告工作办法》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/201905/t20190522_61590.html","2019.05","北京市人民政府","市级",""
"398","北京市人民政府关于印发《医药分开综合改革实施方案》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/201905/t20190522_60088.html","2019.05","北京市人民政府","市级",""
"399","北京市人民政府关于印发2016年推进简政放权放管结合优化服务改革工作要点的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/201905/t20190522_59552.html","2019.05","北京市人民政府","市级",""
"400","北京市人民政府关于印发2018年市政府工作报告重点工作分工方案的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/201905/t20190522_60911.html","2019.05","北京市人民政府","市级",""
"401","北京市人民政府关于印发2019年市政府工作报告重点工作分工方案的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/201905/t20190522_61841.html","2019.05","北京市人民政府","市级",""
"402","北京市人民政府关于印发2020年市政府工作报告重点工作分工方案的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202002/t20200217_1644397.html","2020.02","北京市人民政府","市级",""
"403","北京市人民政府关于印发北京市1993年在直接关系群众生活方面所办的重要实事的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202205/t20220509_2705735.html","2022.05","北京市人民政府","市级",""
"404","北京市人民政府关于印发北京市便民服务和应急抢险电话管理办法的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/201905/t20190522_57729.html","2019.05","北京市人民政府","市级",""
"405","北京市人民政府关于印发北京市第三批取消和调整行政审批事项目录的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202206/t20220601_2726560.html","2022.06","北京市人民政府","市级",""
"406","北京市人民政府关于印发北京市公共服务类建设项目投资审批改革试点实施方案的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/201905/t20190522_59487.html","2019.05","北京市人民政府","市级",""
"407","北京市人民政府关于印发北京市国民经济和社会发展第十个五年计划纲要刘淇市长关于北京市国民经济和社会发展第十个五年计划纲要报告的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202205/t20220510_2705882.html","2022.05","北京市人民政府","市级",""
"408","北京市人民政府关于印发北京市行政审批事项清理方案的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202206/t20220601_2726557.html","2022.06","北京市人民政府","市级",""
"409","北京市人民政府关于印发北京市主体功能区规划的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202012/t20201203_2156201.html","2020.12","北京市人民政府","市级",""
"410","北京市人民政府关于于鲁明免职的通知","","任免","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202206/t20220609_2733131.html","2022.06","北京市人民政府","市级",""
"411","北京市人民政府关于在新型冠状病毒感染的肺炎疫情防控期间本市企业灵活安排工作的通知","","指示性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202001/t20200131_1622070.html","2020.01","北京市人民政府","市级",""
"412","北京市人民政府关于张维、魏成林同志职务任免的通知","","任免","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/201905/t20190522_60811.html","2019.05","北京市人民政府","市级",""
"413","北京市人民政府关于重新公布《北京市征收农用地区片综合地价标准》的通知","","指示性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202405/t20240511_3674266.html","2024.05","北京市人民政府","市级",""
"414","北京市人民政府关于转发市政府各委办1986年工作总结和1987年工作安排的通知","","转发性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202205/t20220506_2703037.html","2022.05","北京市人民政府","市级",""
"415","北京市人民政府关于邹劲松、孙新军同志职务任免的通知","","任免","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202108/t20210813_2467927.html","2021.08","北京市人民政府","市级",""
"416","北京市人民政府关于做好第四次全国文物普查工作的通知","","指示性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202402/t20240209_3561427.html","2024.02","北京市人民政府","市级",""
"417","北京市人民政府批转北京市残疾人事业“八五”发展计划的通知","","批转性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202205/t20220525_2721015.html","2022.05","北京市人民政府","市级",""
"418","北京市人民政府印发《北京市关于促进高精尖产业投资推进制造业高端智能绿色发展的若干措施》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202109/t20210909_2489260.html","2021.09","北京市人民政府","市级",""
"419","北京市人民政府印发《北京市关于进一步加强第一道绿化隔离地区规划建设管理的实施办法》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202204/t20220429_2698675.html","2022.04","北京市人民政府","市级",""
"420","北京市人民政府印发《北京市文物工作的基本情况和今后七年的任务》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202205/t20220525_2720999.html","2022.05","北京市人民政府","市级",""
"421","北京市人民政府印发《关于加快本市绿化隔离地区建设的意见》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202204/t20220429_2698724.html","2022.04","北京市人民政府","市级",""
"422","北京市人民政府印发《关于加强产业用地弹性年期出让工作的若干意见（试行）》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202512/t20251231_4384774.html","2025.12","北京市人民政府","市级",""
"423","北京市人民政府印发《关于进一步激发重点群体活力带动城乡居民增收的若干政策措施》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/201905/t20190522_60714.html","2019.05","北京市人民政府","市级",""
"424","北京市人民政府印发《关于进一步加快交通基础设施建设实施办法(试行)》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/201905/t20190522_59720.html","2019.05","北京市人民政府","市级",""
"425","北京市人民政府印发《关于进一步推动提高北京上市公司质量的若干措施》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202104/t20210422_2365329.html","2021.04","北京市人民政府","市级",""
"426","北京市人民政府印发《关于进一步完善城乡义务教育经费保障机制实施方案》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/201905/t20190522_59295.html","2019.05","北京市人民政府","市级",""
"427","北京市人民政府印发《关于推进供给侧结构性改革进一步做好民间投资工作的措施》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/201905/t20190522_59553.html","2019.05","北京市人民政府","市级",""
"428","北京市人民政府印发《关于新时代深化科技体制改革加快推进全国科技创新中心建设的若干政策措施》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/201911/t20191122_518607.html","2019.11","北京市人民政府","市级",""
"429","北京市人民政府印发《关于优化人才服务促进科技创新推动高精尖产业发展的若干措施》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/201905/t20190522_60682.html","2019.05","北京市人民政府","市级",""
"430","北京市人民政府印发《关于支持发展高端仪器装备和传感器产业的若干政策措施》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202111/t20211101_2525642.html","2021.11","北京市人民政府","市级",""
"431","北京市人民政府印发关于鼓励跨国公司在京设立地区总部若干规定的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/200905/t20090521_567291.html","2009.05","北京市人民政府","市级",""
"432","北京市人民政府转发《北京市城市规划条例》的通知","","转发性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202204/t20220426_2692047.html","2022.04","北京市人民政府","市级",""
"433","北京市人民政府转发《国务院、中央军委批转国家人防委关于人防工作改革几个问题的意见的通知》的通知","","批转性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202206/t20220601_2726556.html","2022.06","北京市人民政府","市级",""
"434","北京市人民政府转发《国务院批转国家经委等部门关于降价处理超储积压钢材和机电产品报告的通知》的通知","","批转性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202206/t20220602_2728662.html","2022.06","北京市人民政府","市级",""
"435","北京市人民政府转发《国务院批转国家经委等部门关于压缩机电设备进口报告的通知》的通知","","批转性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/202206/t20220602_2728663.html","2022.06","北京市人民政府","市级",""
"436","崇明区人民政府关于做好第四次全国农业普查实施工作的通知","","指示性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260116/83812dcd587c407595206d3b1c00c488.html","2026.01.16","上海市辖区政府","市级",""
"437","关于印发《关于黄浦区商办楼宇在一定时期内功能兼容转换项目审批流程的实施办法》的通知","","发布性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260305/4c311d5d5a9a49f89180e80f52f2c0e4.html","2026.03.05","上海市人民政府","市级",""
"438","关于印发《黄浦区关于聚焦转化医学加快推进产医融合创新发展的若干措施》的通知","","发布性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260104/675d182ab47d40009a249a4199cb22aa.html","2026.01.04","上海市人民政府","市级",""
"439","关于印发《黄浦区关于推动脑机接口创新转化服务的若干措施（试行）》的通知","","发布性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260104/836cb0c328d4422881c004ed0034a414.html","2026.01.04","上海市人民政府","市级",""
"440","关于印发《黄浦区中小微企业贷款贴息支持办法》的通知","","发布性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260610/0222ecf227bb40e582651937663ffc2b.html","2026.06.10","上海市人民政府","市级",""
"441","关于印发《嘉定区农村生活困难农户帮扶实施办法》的通知","","发布性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260206/5d714c2143fc4cb0812db502f1d5be05.html","2026.02.06","上海市人民政府","市级",""
"442","关于印发《静安区经营主体住所登记管理细则》的通知","","发布性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260529/0098fc45cc8d40ea900e8a9c3e10a970.html","2026.05.29","上海市人民政府","市级",""
"443","关于印发《普陀区教育系统优秀人才引进和管理办法》的通知","","发布性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20251230/e695a94dee9e4bde8959a3053a815448.html","2025.12.30","上海市人民政府","市级",""
"444","关于印发《普陀区中小幼、中等职业学校学生资助资金管理实施细则》的通知","","发布性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260409/ac751a10231f4525918e6e9096e78aab.html","2026.04.09","上海市人民政府","市级",""
"445","关于印发《上海市黄浦区外摆位实施意见》的通知","","发布性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260226/59ad90e62de84f6fb5eddc05d6413e85.html","2026.02.26","上海市人民政府","市级",""
"446","国家金融监督管理总局 上海市人民政府关于印发《加快上海国际再保险中心建设的若干措施》的通知","","发布性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260707/a9492a7157ff4ee3bf2c040270796b26.html","2026.07.07","上海市人民政府","市级",""
"447","黄浦区人民政府办公室关于印发《黄浦区地下空间安全使用监督检查管理规定》的通知","","发布性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260116/ed8dbaa8124542d7a50272cf6bc48cd3.html","2026.01.16","上海市辖区政府","市级",""
"448","黄浦区人民政府办公室关于印发《黄浦区全面深化成本预算绩效管理改革工作方案（2026—2028年）》的通知","","发布性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260515/cc10d6b7c5bd4b7dbbf9672523d665ca.html","2026.05.15","上海市辖区政府","市级",""
"449","黄浦区人民政府办公室关于印发修订后的《黄浦区行政规范性文件管理规定》的通知","","发布性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260514/e9047ecaa3bc4479b0e323b82f8aece3.html","2026.05.14","上海市辖区政府","市级",""
"450","黄浦区人民政府关于公布第十三批上海市黄浦区非物质文化遗产代表性项目名录和第十四批上海市黄浦区非物质文化遗产代表性项目代表性传承人名单的通知","","指示性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260513/513c6e494d13493ea3f41152c9005c79.html","2026.05.13","上海市辖区政府","市级",""
"451","黄浦区人民政府关于印发《上海市黄浦区国民经济和社会发展第十五个五年规划纲要》的通知","","发布性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260228/2bd94b73f5d74b28bf38d392cebd8ab6.html","2026.02.28","上海市辖区政府","市级",""
"452","黄浦区人民政府关于印发《上海市黄浦区临时设摊实施意见》的通知","","发布性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260226/03f0d30b39e84557b7d7db7a50e4e8d6.html","2026.02.26","上海市辖区政府","市级",""
"453","济南市人民政府办公厅关于印发济南市保障性租赁住房筹集和运营管理办法的通知","","发布性","jinan.gov.cn","https://www.jinan.gov.cn/col2610/art/2025/art_2610_5050565.html","2025","济南市人民政府办公厅","市级",""
"454","济南市人民政府办公厅修改《关于进一步健全职工基本医疗保险门诊共济保障机制的若干政策措施》的通知","","指示性","jinan.gov.cn","https://www.jinan.gov.cn/col2610/art/2025/art_2610_5044341.html","2025","济南市人民政府办公厅","市级",""
"455","济南市人民政府关于印发济南市政府投资管理办法的通知","","发布性","jinan.gov.cn","https://www.jinan.gov.cn/col2608/art/2026/art_2608_5050923.html","2026","济南市人民政府","市级",""
"456","济南市人民政府关于印发济南市政府投资项目代建制管理办法的通知","","发布性","jinan.gov.cn","https://www.jinan.gov.cn/col2608/art/2025/art_2608_5044566.html","2025","济南市人民政府","市级",""
"457","嘉定区人力资源社会保障局等关于对本区征地养老人员发放2026年度一次性节日补助费的通知","","指示性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260206/001352c3ad844ecd90328d95cd4062e2.html","2026.02.06","上海市人民政府","市级",""
"458","嘉定区人民政府办公室关于印发《嘉定区加快打造国际一流营商环境行动方案（2026年）》的通知","","发布性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260227/66ea910ac09049fab0af79cc798ef14f.html","2026.02.27","上海市辖区政府","市级",""
"459","嘉定区人民政府关于印发《关于进一步规范本区长期护理保险试点工作的实施意见（试行）》的通知","","发布性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260116/251f779f893b4518a7d499011ee8d302.html","2026.01.16","上海市辖区政府","市级",""
"460","金山区民政局等关于印发修订后的《关于为高龄群体和特殊群体提供基本殡葬服务补贴的通知》的通知","","发布性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260310/e6ecd4d5397a47ba8ff9c5ede8ce5711.html","2026.03.10","上海市人民政府","市级",""
"461","金山区人民政府办公室关于转发区发改委制订的《金山区加快打造一流营商环境行动方案（2026年）》的通知","","转发性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260120/0420094140df4d0fb2925c928c842053.html","2026.01.20","上海市辖区政府","市级",""
"462","静安区财政局关于印发《关于进一步支持中小企业融资贷款财政贴息实施意见》的通知","","发布性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260723/559ea64c3f31450c89032bca2928f328.html","2026.07.23","上海市辖区政府","市级",""
"463","静安区发展和改革委员会、静安区科技和经济委员会关于印发《静安区打造人工智能创新应用示范区三年行动方案（2026—2028年）》的通知","","发布性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260408/3cc6e04252b44989b7e3adec63d62dbd.html","2026.04.08","上海市辖区政府","市级",""
"464","静安区民政局关于印发《关于深化完善个案帮扶工作的实施办法》的通知","","发布性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260715/2ba57236628f40d4bce3ae6a99462198.html","2026.07.15","上海市人民政府","市级",""
"465","静安区人力资源社会保障局关于对我区征地养老人员发放2026年度一次性节日补助费的通知","","指示性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260212/cf6c954e83704165a64a27960f54c419.html","2026.02.12","上海市人民政府","市级",""
"466","静安区人民政府办公室关于转发区发展改革委《静安区贯彻落实上海市租赁和商务服务业“三聚集”三年行动计划 加快高端专业服务业集聚区建设工作方案（2026-2028年）》的通知","","转发性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260409/ef93e3a3d53b4e70bf753543c48e5124.html","2026.04.09","上海市辖区政府","市级",""
"467","静安区人民政府办公室关于转发区发展改革委《静安区加快打造国际一流营商环境行动方案（2026年）》的通知","","转发性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260317/fb407a9ff71e4eb2841f1c307e944f75.html","2026.03.17","上海市辖区政府","市级",""
"468","静安区人民政府关于批转区发展改革委《静安区关于推进服务业扩能提质的行动方案》的通知","","批转性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260722/9f1d3cb6157c42dbb6c21fc0398f669a.html","2026.07.22","上海市辖区政府","市级",""
"469","静安区人民政府关于批转区人力资源社会保障局《静安区关于加快推进人力资源服务业数智化转型发展的实施方案》的通知","","批转性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260211/33474a24eabc4f7a812aa8ba09765712.html","2026.02.11","上海市辖区政府","市级",""
"470","静安区人民政府关于印发《2026年静安区为民办实事项目》的通知","","发布性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260211/6acca59ad7d0414c9e233fe4e778c93f.html","2026.02.11","上海市辖区政府","市级",""
"471","浦东新区人民政府办公室关于印发《2026年度浦东新区人民政府重大行政决策事项目录》的通知","","发布性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260420/a4c615cf5ed24e1c94e6d53337508206.html","2026.04.20","上海市辖区政府","市级",""
"472","浦东新区人民政府办公室关于印发《浦东新区全面深化成本预算绩效管理改革实施方案（2026-2028年）》的通知","","发布性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260519/99d54805611548be9306a449e9bf85ee.html","2026.05.19","上海市辖区政府","市级",""
"473","浦东新区人民政府办公室关于印发《浦东新区推进张江人工智能创新小镇建设工作方案》的通知","","发布性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260120/027af455e8ba459d894547682598c955.html","2026.01.20","上海市辖区政府","市级",""
"474","浦东新区人民政府办公室关于印发《张江科学城区域空间生态环境评价单元管理清单》的通知","","发布性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20251230/375a8d3816ff442494e2609ff91be51f.html","2025.12.30","上海市辖区政府","市级",""
"475","浦东新区人民政府关于印发《浦东新区小微企业法律帮扶若干规定》的通知","","发布性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260202/ceb547f1b21c4c5a9d5df3ea11c1117e.html","2026.02.02","上海市辖区政府","市级",""
"476","浦东新区人民政府关于印发《浦东新区以科技创新推进产业高质量发展若干措施》的通知","","发布性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260420/ba7a3418b1f543dc82f3dc3e42b0bc63.html","2026.04.20","上海市辖区政府","市级",""
"477","普陀区人民政府办公室关于印发《2026年度上海市普陀区人民政府重大行政决策事项目录》的通知","","发布性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260407/56d7e3a2ed1549e3b0cde8131604a966.html","2026.04.07","上海市辖区政府","市级",""
"478","普陀区人民政府办公室关于印发《普陀区推进建设一流营商环境行动方案（2026年）》的通知","","发布性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260120/043ee7aba8474ab0abeb836494d0a6ba.html","2026.01.20","上海市辖区政府","市级",""
"479","商务部 北京市人民政府关于印发《北京市服务业扩大开放综合试点实施方案》的通知","","发布性","beijing.gov.cn","https://www.beijing.gov.cn/zhengce/zfwj/zfwj2016/szfwj/201905/t20190522_58688.html","2019.05","北京市人民政府","市级",""
"480","上海市发展和改革委员会关于车用汽、柴油价格的通知（2026年1月20日）","","指示性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260120/45a97403af4340f99b8c19f552da074d.html","2026.01.20","上海市人民政府","市级",""
"481","上海市发展和改革委员会关于车用汽、柴油价格的通知（2026年2月24日）","","指示性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260224/a078675eeaf440b5ac33ae6deb7a1c75.html","2026.02.24","上海市人民政府","市级",""
"482","上海市发展和改革委员会关于车用汽、柴油价格的通知（2026年2月3日）","","指示性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260203/3cb154075d234eb89909a78c32d6f8ce.html","2026.02.03","上海市人民政府","市级",""
"483","上海市发展和改革委员会关于车用汽、柴油价格的通知（2026年3月23日）","","指示性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260323/b0d82592eab74957b0ccc47354728f87.html","2026.03.23","上海市人民政府","市级",""
"484","上海市发展和改革委员会关于车用汽、柴油价格的通知（2026年3月9日）","","指示性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260310/6a84edba4aea4ab4a945d79ce5560c45.html","2026.03.10","上海市人民政府","市级",""
"485","上海市发展和改革委员会关于车用汽、柴油价格的通知（2026年4月21日）","","指示性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260421/90eaae38726749bbac8dc1af2718672e.html","2026.04.21","上海市人民政府","市级",""
"486","上海市发展和改革委员会关于车用汽、柴油价格的通知（2026年4月7日）","","指示性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260407/bb389a16ba4349ceba746c4bdb8cbd2f.html","2026.04.07","上海市人民政府","市级",""
"487","上海市发展和改革委员会关于车用汽、柴油价格的通知（2026年5月21日）","","指示性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260521/6302067be94a47079e12205898288d56.html","2026.05.21","上海市人民政府","市级",""
"488","上海市发展和改革委员会关于车用汽、柴油价格的通知（2026年5月8日）","","指示性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260508/dd6e3ee9509040d6aaeaea539f4d55dc.html","2026.05.08","上海市人民政府","市级",""
"489","上海市发展和改革委员会关于车用汽、柴油价格的通知（2026年6月18日）","","指示性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260618/d77b2c5cadb64c678a604930451a145c.html","2026.06.18","上海市人民政府","市级",""
"490","上海市发展和改革委员会关于车用汽、柴油价格的通知（2026年6月4日）","","指示性","shanghai.gov.cn","https://www.shanghai.gov.cn/nw12344/20260604/050b3a7e01004ad89d6f4798a5ca0139.html","2026.06.04","上海市人民政府","市级",""
